Year,Job_Title,Country,Company_Type,Experience_Level,Salary_USD,Remote,Top_Skill
2025,Data Analyst,Germany,Big Tech,Entry,36209,No,PyTorch
2022,AI Engineer,India,Startup,Entry,19869,No,NLP
2025,ML Engineer,Canada,Startup,Mid,117510,Yes,PyTorch
2024,ML Engineer,India,Startup,Senior,56844,Yes,Python
2025,Data Scientist,India,Freelance,Mid,32314,No,PyTorch
2022,NLP Engineer,Germany,Big Tech,Senior,153513,No,PyTorch
2022,AI Engineer,Canada,Startup,Entry,39883,Yes,SQL
2022,AI Engineer,India,Startup,Entry,10307,No,NLP
2022,Data Scientist,Germany,Startup,Entry,25459,No,TensorFlow
2026,Data Analyst,Germany,Freelance,Entry,31930,Yes,SQL
2024,ML Engineer,Canada,Big Tech,Senior,147221,Yes,NLP
2025,Data Analyst,Germany,Big Tech,Senior,138617,No,TensorFlow
2022,AI Engineer,Canada,Startup,Senior,143878,Yes,PyTorch
2022,ML Engineer,USA,Freelance,Entry,65884,Yes,PyTorch
2022,AI Engineer,UK,Freelance,Senior,154589,No,PyTorch
2023,NLP Engineer,USA,Startup,Entry,56980,Yes,PyTorch
2023,Data Scientist,Germany,Big Tech,Entry,44141,Yes,SQL
2025,Data Scientist,USA,Startup,Entry,65262,Yes,PyTorch
2026,Data Analyst,Germany,Big Tech,Entry,61670,No,SQL
2023,Data Analyst,Canada,Big Tech,Senior,171261,No,TensorFlow
2022,Data Scientist,India,Freelance,Mid,31706,No,SQL
2026,AI Engineer,Canada,Freelance,Mid,101676,Yes,SQL
2022,ML Engineer,USA,Startup,Entry,75007,Yes,NLP
2022,AI Engineer,UK,Freelance,Senior,160322,Yes,SQL
2024,Data Analyst,UK,Startup,Entry,47060,No,Python
2022,ML Engineer,Canada,Freelance,Senior,161010,Yes,SQL
2024,Data Scientist,UK,Startup,Mid,76224,No,PyTorch
2024,Data Scientist,UK,Big Tech,Entry,34306,Yes,NLP
2024,Data Analyst,Canada,Startup,Mid,104615,Yes,Python
2026,AI Engineer,UK,Freelance,Senior,142566,Yes,Python
2024,AI Engineer,India,Big Tech,Senior,54746,No,TensorFlow
2024,Data Analyst,USA,Big Tech,Mid,153940,No,Python
2024,NLP Engineer,USA,Startup,Mid,134175,No,PyTorch
2022,ML Engineer,Canada,Freelance,Senior,153548,Yes,SQL
2025,Data Scientist,Germany,Freelance,Senior,197773,No,NLP
2023,AI Engineer,Germany,Big Tech,Mid,96081,No,SQL
2022,NLP Engineer,Canada,Freelance,Mid,101668,No,NLP
2024,AI Engineer,USA,Startup,Mid,117728,Yes,NLP
2024,NLP Engineer,Canada,Freelance,Entry,45883,Yes,TensorFlow
2022,Data Analyst,USA,Startup,Mid,88515,No,TensorFlow
2022,Data Analyst,Germany,Freelance,Entry,25597,No,TensorFlow
2026,NLP Engineer,UK,Startup,Senior,184845,Yes,PyTorch
2026,Data Scientist,Germany,Startup,Entry,56111,No,PyTorch
2025,Data Scientist,Germany,Big Tech,Senior,172651,No,TensorFlow
2026,ML Engineer,UK,Big Tech,Entry,52011,No,TensorFlow
2022,AI Engineer,Canada,Freelance,Mid,82819,No,Python
2023,NLP Engineer,India,Freelance,Mid,41960,No,PyTorch
2024,Data Analyst,India,Big Tech,Mid,24725,Yes,PyTorch
2022,ML Engineer,Canada,Big Tech,Entry,66736,Yes,NLP
2026,NLP Engineer,Germany,Startup,Mid,95047,Yes,PyTorch
2026,Data Analyst,USA,Startup,Entry,49017,Yes,TensorFlow
2026,Data Scientist,Germany,Freelance,Mid,128307,Yes,NLP
2026,Data Scientist,UK,Freelance,Entry,62517,Yes,SQL
2023,AI Engineer,Germany,Freelance,Entry,56960,Yes,Python
2022,Data Scientist,UK,Freelance,Entry,59473,Yes,Python
2025,Data Scientist,Canada,Big Tech,Mid,78180,No,PyTorch
2023,ML Engineer,Canada,Big Tech,Senior,187602,Yes,PyTorch
2023,Data Scientist,UK,Startup,Senior,168874,Yes,PyTorch
2025,AI Engineer,Germany,Freelance,Entry,64443,No,PyTorch
2025,Data Scientist,India,Big Tech,Mid,24733,No,Python
2026,Data Analyst,USA,Freelance,Mid,132960,No,Python
2024,ML Engineer,India,Freelance,Mid,24238,No,NLP
2026,ML Engineer,Germany,Freelance,Senior,136524,Yes,SQL
2024,NLP Engineer,Germany,Big Tech,Senior,188587,No,PyTorch
2022,Data Analyst,India,Big Tech,Senior,66572,No,SQL
2024,NLP Engineer,Canada,Big Tech,Senior,141385,Yes,SQL
2023,Data Scientist,USA,Big Tech,Senior,220741,Yes,SQL
2022,ML Engineer,India,Big Tech,Entry,9623,Yes,Python
2022,Data Analyst,Germany,Freelance,Senior,155151,Yes,PyTorch
2025,ML Engineer,Canada,Freelance,Entry,37749,No,TensorFlow
2023,ML Engineer,UK,Big Tech,Senior,173963,Yes,Python
2023,Data Scientist,UK,Startup,Mid,106967,Yes,TensorFlow
2023,NLP Engineer,India,Startup,Entry,22951,No,TensorFlow
2026,NLP Engineer,UK,Startup,Mid,111089,Yes,NLP
2022,ML Engineer,Canada,Big Tech,Entry,31887,Yes,NLP
2026,AI Engineer,USA,Startup,Mid,111261,No,Python
2023,AI Engineer,USA,Freelance,Senior,200110,No,PyTorch
2026,Data Scientist,Canada,Freelance,Entry,66920,Yes,Python
2024,Data Analyst,Germany,Startup,Mid,76040,No,Python
2023,Data Analyst,USA,Freelance,Senior,162028,No,NLP
2026,Data Scientist,Canada,Big Tech,Entry,43387,Yes,Python
2025,NLP Engineer,UK,Freelance,Mid,100428,Yes,Python
2022,Data Scientist,UK,Freelance,Senior,181280,Yes,NLP
2025,Data Scientist,India,Big Tech,Senior,66384,No,NLP
2023,Data Scientist,India,Startup,Senior,53076,No,PyTorch
2022,ML Engineer,UK,Startup,Senior,161777,Yes,Python
2023,Data Scientist,USA,Startup,Entry,63363,Yes,TensorFlow
2024,NLP Engineer,UK,Big Tech,Entry,65694,Yes,Python
2022,AI Engineer,Canada,Startup,Mid,136651,Yes,PyTorch
2024,AI Engineer,Canada,Big Tech,Senior,205300,No,TensorFlow
2026,NLP Engineer,USA,Startup,Mid,138105,No,TensorFlow
2022,ML Engineer,UK,Freelance,Entry,43982,Yes,Python
2024,ML Engineer,USA,Startup,Senior,221106,No,Python
2022,Data Analyst,USA,Big Tech,Mid,110730,Yes,Python
2024,NLP Engineer,India,Big Tech,Entry,18029,Yes,SQL
2023,Data Analyst,UK,Freelance,Mid,69766,No,Python
2026,AI Engineer,USA,Freelance,Mid,147030,Yes,Python
2024,NLP Engineer,India,Big Tech,Senior,50862,No,TensorFlow
2026,Data Analyst,India,Freelance,Senior,61602,No,SQL
2025,Data Analyst,UK,Startup,Entry,42234,No,Python
2023,NLP Engineer,Germany,Big Tech,Senior,176374,No,TensorFlow
2024,AI Engineer,Canada,Startup,Entry,46128,No,TensorFlow
2023,Data Analyst,India,Startup,Mid,36227,No,PyTorch
2026,ML Engineer,India,Startup,Senior,71515,No,Python
2025,ML Engineer,Germany,Big Tech,Mid,75170,Yes,SQL
2026,Data Scientist,UK,Startup,Senior,181340,No,NLP
2024,Data Scientist,Canada,Freelance,Entry,27582,No,Python
2024,NLP Engineer,USA,Freelance,Entry,55794,No,Python
2026,Data Scientist,UK,Startup,Mid,92770,No,Python
2025,AI Engineer,UK,Startup,Mid,122818,No,PyTorch
2024,Data Analyst,Germany,Freelance,Entry,33556,No,SQL
2026,Data Scientist,USA,Freelance,Entry,52674,No,SQL
2025,NLP Engineer,USA,Freelance,Senior,220971,Yes,Python
2023,NLP Engineer,Canada,Freelance,Senior,169508,Yes,NLP
2022,NLP Engineer,India,Freelance,Senior,56308,No,SQL
2026,AI Engineer,UK,Big Tech,Entry,48093,No,Python
2023,Data Analyst,India,Big Tech,Entry,17226,Yes,TensorFlow
2025,NLP Engineer,UK,Big Tech,Mid,107043,Yes,NLP
2023,Data Analyst,Canada,Freelance,Entry,68637,No,TensorFlow
2024,Data Scientist,USA,Big Tech,Mid,90642,No,SQL
2023,Data Analyst,USA,Startup,Entry,61665,No,Python
2023,Data Scientist,India,Startup,Senior,51470,No,PyTorch
2024,ML Engineer,India,Freelance,Senior,55690,Yes,TensorFlow
2024,NLP Engineer,Canada,Freelance,Entry,26408,No,PyTorch
2025,Data Analyst,India,Big Tech,Mid,43226,Yes,SQL
2022,NLP Engineer,Canada,Big Tech,Senior,162150,No,SQL
2026,NLP Engineer,Germany,Startup,Entry,43435,Yes,NLP
2026,NLP Engineer,Canada,Freelance,Mid,93328,No,SQL
2023,Data Scientist,UK,Big Tech,Senior,195408,No,Python
2024,AI Engineer,UK,Startup,Mid,101081,Yes,SQL
2024,AI Engineer,Canada,Startup,Entry,43999,Yes,NLP
2026,ML Engineer,USA,Freelance,Entry,71991,Yes,Python
2025,Data Scientist,Germany,Startup,Mid,96746,No,NLP
2023,Data Analyst,Germany,Startup,Senior,196078,No,PyTorch
2024,Data Scientist,UK,Big Tech,Senior,189933,Yes,SQL
2022,AI Engineer,UK,Freelance,Mid,98689,Yes,TensorFlow
2022,Data Analyst,USA,Freelance,Senior,227687,Yes,Python
2023,ML Engineer,Canada,Big Tech,Entry,37746,Yes,PyTorch
2023,Data Analyst,Germany,Startup,Entry,28394,Yes,Python
2025,Data Scientist,India,Freelance,Senior,52668,Yes,PyTorch
2024,NLP Engineer,India,Freelance,Senior,57140,No,NLP
2023,AI Engineer,UK,Big Tech,Senior,189436,No,NLP
2024,NLP Engineer,India,Big Tech,Entry,13738,No,PyTorch
2025,AI Engineer,UK,Freelance,Mid,78701,No,Python
2024,Data Analyst,UK,Big Tech,Mid,95701,Yes,Python
2024,AI Engineer,Canada,Startup,Mid,111375,No,TensorFlow
2024,Data Analyst,India,Big Tech,Mid,30834,Yes,TensorFlow
2025,ML Engineer,Germany,Freelance,Entry,44239,Yes,NLP
2023,NLP Engineer,UK,Freelance,Entry,45766,Yes,Python
2025,Data Scientist,Germany,Big Tech,Senior,135547,Yes,TensorFlow
2026,ML Engineer,UK,Freelance,Mid,86918,Yes,TensorFlow
2024,Data Analyst,UK,Freelance,Senior,134600,Yes,NLP
2022,NLP Engineer,India,Big Tech,Entry,12114,Yes,SQL
2023,Data Scientist,Germany,Freelance,Entry,49239,Yes,TensorFlow
2022,Data Scientist,USA,Freelance,Senior,157255,Yes,Python
2026,Data Analyst,UK,Freelance,Mid,96648,Yes,TensorFlow
2024,Data Analyst,UK,Startup,Mid,99982,No,PyTorch
2022,ML Engineer,India,Freelance,Mid,31455,Yes,PyTorch
2022,Data Analyst,India,Big Tech,Senior,53873,Yes,PyTorch
2023,Data Analyst,Germany,Big Tech,Senior,154391,No,SQL
2022,Data Scientist,Canada,Startup,Entry,59914,Yes,SQL
2025,NLP Engineer,India,Freelance,Senior,54092,Yes,PyTorch
2024,Data Analyst,Germany,Freelance,Mid,68631,No,Python
2024,ML Engineer,Canada,Big Tech,Senior,187139,Yes,TensorFlow
2025,Data Analyst,Canada,Freelance,Senior,170082,Yes,PyTorch
2023,Data Scientist,UK,Freelance,Senior,146227,No,Python
2022,Data Analyst,India,Startup,Senior,51666,No,PyTorch
2022,AI Engineer,USA,Big Tech,Mid,122513,No,NLP
2023,ML Engineer,Germany,Freelance,Senior,176262,No,NLP
2026,AI Engineer,India,Big Tech,Entry,16655,Yes,SQL
2026,Data Analyst,USA,Big Tech,Mid,90808,Yes,Python
2024,ML Engineer,UK,Freelance,Entry,60764,Yes,Python
2026,Data Analyst,Canada,Startup,Entry,49412,Yes,TensorFlow
2022,ML Engineer,Germany,Big Tech,Mid,118575,No,NLP
2025,AI Engineer,Canada,Freelance,Senior,182664,Yes,Python
2023,AI Engineer,UK,Big Tech,Senior,189446,No,TensorFlow
2026,NLP Engineer,Canada,Big Tech,Senior,150668,Yes,SQL
2023,Data Scientist,Canada,Startup,Entry,35421,Yes,TensorFlow
2022,Data Scientist,UK,Freelance,Mid,113928,No,TensorFlow
2026,Data Scientist,UK,Freelance,Mid,121790,No,TensorFlow
2024,NLP Engineer,Germany,Freelance,Entry,65641,Yes,TensorFlow
2023,Data Analyst,Canada,Big Tech,Mid,120653,No,TensorFlow
2023,Data Scientist,Germany,Big Tech,Senior,162571,Yes,NLP
2026,ML Engineer,India,Big Tech,Entry,8279,No,NLP
2023,Data Scientist,Canada,Big Tech,Mid,137660,No,NLP
2022,NLP Engineer,Germany,Startup,Senior,166511,No,Python
2024,AI Engineer,USA,Freelance,Entry,66110,No,PyTorch
2023,Data Analyst,Canada,Startup,Entry,50849,Yes,SQL
2023,Data Scientist,India,Startup,Entry,19622,Yes,TensorFlow
2022,NLP Engineer,Germany,Startup,Senior,192358,No,SQL
2026,AI Engineer,Canada,Startup,Senior,201134,Yes,Python
2023,NLP Engineer,UK,Freelance,Mid,78441,Yes,TensorFlow
2026,ML Engineer,Canada,Big Tech,Entry,23242,No,Python
2024,Data Analyst,Canada,Freelance,Entry,65670,Yes,Python
2023,Data Scientist,UK,Big Tech,Senior,144206,Yes,SQL
2024,Data Analyst,USA,Freelance,Entry,52221,Yes,SQL
2024,Data Scientist,India,Freelance,Mid,31312,No,PyTorch
2023,ML Engineer,Germany,Startup,Entry,43260,No,TensorFlow
2022,Data Analyst,Germany,Freelance,Mid,121679,No,SQL
2022,NLP Engineer,India,Startup,Senior,66407,No,TensorFlow
2024,ML Engineer,Germany,Freelance,Senior,185571,No,Python
2026,ML Engineer,Germany,Startup,Mid,68266,Yes,PyTorch
2023,Data Analyst,Canada,Big Tech,Mid,97480,Yes,TensorFlow
2022,AI Engineer,USA,Startup,Mid,106515,Yes,SQL
2024,AI Engineer,UK,Big Tech,Senior,133567,No,NLP
2025,NLP Engineer,Canada,Freelance,Mid,104691,Yes,TensorFlow
2024,NLP Engineer,Germany,Big Tech,Senior,134891,Yes,NLP
2022,Data Analyst,India,Big Tech,Senior,48748,Yes,NLP
2023,AI Engineer,Canada,Freelance,Senior,194663,Yes,SQL
2024,Data Scientist,USA,Big Tech,Entry,55486,Yes,PyTorch
2022,ML Engineer,UK,Startup,Mid,71793,Yes,SQL
2025,Data Scientist,UK,Startup,Senior,187913,No,Python
2025,ML Engineer,Germany,Startup,Mid,115509,Yes,PyTorch
2025,Data Analyst,UK,Startup,Mid,88949,Yes,PyTorch
2024,AI Engineer,India,Freelance,Mid,25878,No,NLP
2022,ML Engineer,Canada,Startup,Entry,50819,Yes,NLP
2026,Data Analyst,USA,Freelance,Entry,37763,Yes,SQL
2024,Data Analyst,USA,Big Tech,Mid,114268,No,TensorFlow
2025,Data Analyst,USA,Big Tech,Mid,91932,Yes,PyTorch
2022,AI Engineer,USA,Freelance,Mid,91705,Yes,NLP
2026,Data Analyst,India,Startup,Mid,35074,Yes,TensorFlow
2025,AI Engineer,USA,Freelance,Mid,109762,No,TensorFlow
2026,AI Engineer,USA,Startup,Mid,142715,Yes,SQL
2022,AI Engineer,Canada,Big Tech,Entry,61805,No,PyTorch
2022,Data Analyst,Germany,Startup,Entry,57295,Yes,NLP
2024,AI Engineer,India,Big Tech,Senior,69474,Yes,NLP
2024,ML Engineer,Germany,Big Tech,Mid,98206,No,Python
2026,Data Scientist,Germany,Freelance,Entry,60298,Yes,SQL
2022,NLP Engineer,USA,Startup,Senior,198039,No,TensorFlow
2024,Data Analyst,Canada,Startup,Senior,172548,Yes,Python
2024,AI Engineer,USA,Startup,Senior,199673,Yes,TensorFlow
2024,Data Analyst,India,Startup,Entry,14733,Yes,PyTorch
2022,ML Engineer,Canada,Big Tech,Mid,109634,Yes,Python
2024,NLP Engineer,India,Startup,Mid,43578,Yes,TensorFlow
2026,Data Scientist,Canada,Big Tech,Entry,44472,No,SQL
2022,Data Analyst,UK,Big Tech,Mid,109187,No,Python
2023,ML Engineer,USA,Freelance,Mid,83428,No,NLP
2025,NLP Engineer,India,Freelance,Senior,58198,No,NLP
2022,AI Engineer,Germany,Big Tech,Mid,76940,No,SQL
2026,ML Engineer,India,Big Tech,Mid,41319,Yes,PyTorch
2026,AI Engineer,USA,Startup,Senior,181902,No,TensorFlow
2025,Data Analyst,USA,Startup,Senior,209184,No,NLP
2025,Data Analyst,USA,Big Tech,Senior,187972,Yes,PyTorch
2026,Data Scientist,USA,Big Tech,Entry,44002,No,SQL
2023,Data Analyst,Canada,Big Tech,Mid,100515,No,TensorFlow
2024,Data Scientist,Germany,Freelance,Senior,148227,No,PyTorch
2025,AI Engineer,India,Startup,Entry,18486,No,PyTorch
2023,Data Scientist,India,Freelance,Senior,58755,Yes,Python
2026,ML Engineer,UK,Freelance,Senior,175222,No,Python
2024,NLP Engineer,UK,Startup,Senior,138557,No,Python
2026,Data Analyst,Canada,Freelance,Entry,35162,Yes,SQL
2025,ML Engineer,Germany,Startup,Mid,130479,Yes,NLP
2025,Data Analyst,UK,Freelance,Senior,189437,Yes,PyTorch
2026,Data Scientist,Canada,Big Tech,Entry,41454,Yes,Python
2022,Data Analyst,Canada,Big Tech,Mid,128014,No,NLP
2022,NLP Engineer,Canada,Freelance,Entry,56048,Yes,TensorFlow
2025,Data Scientist,Germany,Big Tech,Senior,178831,No,PyTorch
2022,Data Scientist,UK,Big Tech,Senior,144179,No,PyTorch
2024,ML Engineer,UK,Big Tech,Entry,41067,Yes,PyTorch
2025,ML Engineer,Germany,Big Tech,Mid,89837,No,TensorFlow
2026,AI Engineer,Canada,Startup,Entry,34155,Yes,SQL
2024,NLP Engineer,Germany,Freelance,Mid,117604,No,PyTorch
2025,AI Engineer,UK,Freelance,Senior,175789,No,PyTorch
2024,ML Engineer,USA,Startup,Senior,205774,Yes,TensorFlow
2024,NLP Engineer,Canada,Big Tech,Mid,94941,Yes,NLP
2026,AI Engineer,Canada,Big Tech,Mid,117865,No,SQL
2025,Data Analyst,USA,Freelance,Entry,55168,Yes,SQL
2023,AI Engineer,Canada,Freelance,Entry,37841,No,NLP
2022,NLP Engineer,UK,Freelance,Entry,48208,No,Python
2024,NLP Engineer,USA,Big Tech,Senior,219152,Yes,Python
2025,NLP Engineer,Canada,Startup,Entry,42298,Yes,SQL
2023,Data Analyst,UK,Startup,Senior,152002,Yes,SQL
2022,ML Engineer,Canada,Big Tech,Entry,38654,No,PyTorch
2022,NLP Engineer,USA,Big Tech,Senior,196748,Yes,PyTorch
2022,Data Analyst,UK,Startup,Senior,175129,No,TensorFlow
2026,Data Scientist,Canada,Big Tech,Entry,56359,Yes,NLP
2026,Data Analyst,USA,Big Tech,Mid,101065,Yes,TensorFlow
2026,Data Analyst,Canada,Big Tech,Senior,203361,Yes,TensorFlow
2024,NLP Engineer,Canada,Big Tech,Senior,195022,Yes,PyTorch
2022,AI Engineer,Canada,Big Tech,Mid,82474,No,TensorFlow
2022,Data Analyst,Germany,Freelance,Senior,145167,Yes,Python
2023,ML Engineer,Germany,Freelance,Mid,121250,No,Python
2024,NLP Engineer,UK,Freelance,Senior,143273,Yes,PyTorch
2023,ML Engineer,Canada,Freelance,Entry,47544,No,TensorFlow
2023,AI Engineer,India,Big Tech,Mid,32027,No,TensorFlow
2025,AI Engineer,India,Freelance,Mid,24148,No,Python
2025,AI Engineer,UK,Big Tech,Mid,125007,Yes,SQL
2024,AI Engineer,Germany,Startup,Mid,123016,No,NLP
2026,ML Engineer,UK,Freelance,Senior,151749,Yes,Python
2023,ML Engineer,Germany,Freelance,Mid,99872,No,PyTorch
2023,AI Engineer,Canada,Freelance,Mid,76644,No,TensorFlow
2026,AI Engineer,India,Big Tech,Entry,20368,Yes,TensorFlow
2025,ML Engineer,UK,Freelance,Mid,80416,Yes,PyTorch
2023,AI Engineer,Canada,Freelance,Senior,178021,No,Python
2023,Data Scientist,Germany,Big Tech,Mid,79273,No,SQL
2025,AI Engineer,Germany,Startup,Senior,175513,Yes,SQL
2022,Data Analyst,India,Big Tech,Mid,45801,Yes,NLP
2024,Data Scientist,Canada,Big Tech,Entry,61000,No,NLP
2025,AI Engineer,Canada,Big Tech,Senior,143693,Yes,NLP
2022,NLP Engineer,UK,Freelance,Entry,63373,Yes,Python
2025,AI Engineer,India,Big Tech,Senior,56662,Yes,SQL
2026,AI Engineer,India,Freelance,Senior,48562,No,NLP
2024,Data Scientist,Canada,Big Tech,Entry,23642,No,SQL
2024,ML Engineer,Canada,Freelance,Mid,103498,Yes,NLP
2024,NLP Engineer,UK,Startup,Entry,36859,Yes,Python
2026,NLP Engineer,USA,Startup,Senior,183898,No,SQL
2023,ML Engineer,Germany,Startup,Mid,82794,No,Python
2023,Data Analyst,USA,Big Tech,Entry,63822,Yes,PyTorch
2022,Data Analyst,India,Big Tech,Entry,13390,Yes,Python
2023,NLP Engineer,Canada,Freelance,Senior,195021,Yes,Python
2025,NLP Engineer,Germany,Freelance,Mid,79767,Yes,NLP
2024,Data Analyst,Germany,Freelance,Entry,54940,No,PyTorch
2025,Data Scientist,Germany,Big Tech,Mid,97297,No,SQL
2022,Data Analyst,India,Startup,Mid,25189,Yes,SQL
2026,Data Scientist,UK,Freelance,Entry,32107,Yes,Python
2026,ML Engineer,Germany,Big Tech,Senior,143352,No,SQL
2023,NLP Engineer,UK,Freelance,Senior,195372,Yes,SQL
2022,Data Analyst,UK,Big Tech,Mid,131527,No,NLP
2024,Data Scientist,USA,Big Tech,Entry,66084,Yes,PyTorch
2022,NLP Engineer,India,Freelance,Senior,52146,Yes,Python
2024,ML Engineer,USA,Big Tech,Entry,35575,No,NLP
2025,ML Engineer,Canada,Freelance,Entry,46470,No,SQL
2024,NLP Engineer,Germany,Freelance,Senior,167525,Yes,SQL
2023,NLP Engineer,UK,Startup,Entry,27924,No,TensorFlow
2026,Data Scientist,UK,Startup,Mid,118627,No,TensorFlow
2025,NLP Engineer,Canada,Freelance,Senior,205793,Yes,TensorFlow
2025,AI Engineer,UK,Freelance,Senior,197313,No,Python
2023,ML Engineer,USA,Startup,Senior,223711,Yes,SQL
2025,AI Engineer,USA,Freelance,Mid,151070,Yes,NLP
2025,Data Analyst,UK,Big Tech,Senior,163708,Yes,TensorFlow
2026,AI Engineer,Germany,Startup,Mid,124174,No,NLP
2025,Data Scientist,Germany,Freelance,Mid,122370,No,Python
2026,ML Engineer,USA,Startup,Mid,88246,No,SQL
2024,AI Engineer,India,Big Tech,Senior,61230,Yes,PyTorch
2026,ML Engineer,UK,Freelance,Entry,23204,No,NLP
2026,ML Engineer,Canada,Freelance,Senior,178181,No,NLP
2023,NLP Engineer,UK,Big Tech,Entry,29218,Yes,SQL
2026,NLP Engineer,India,Startup,Mid,34508,No,NLP
2025,Data Analyst,India,Big Tech,Entry,15864,No,NLP
2024,ML Engineer,Canada,Freelance,Entry,27463,Yes,SQL
2025,ML Engineer,UK,Big Tech,Entry,52206,Yes,SQL
2024,Data Scientist,UK,Big Tech,Entry,50938,Yes,SQL
2025,ML Engineer,Germany,Big Tech,Entry,30454,Yes,NLP
2025,ML Engineer,India,Big Tech,Entry,22188,No,SQL
2022,AI Engineer,Germany,Startup,Mid,74133,No,PyTorch
2026,ML Engineer,India,Big Tech,Entry,21705,No,SQL
2025,Data Analyst,India,Startup,Senior,68183,No,TensorFlow
2024,NLP Engineer,Germany,Big Tech,Senior,137989,Yes,Python
2025,ML Engineer,Canada,Big Tech,Entry,67547,No,Python
2025,NLP Engineer,Canada,Freelance,Mid,108112,No,Python
2026,Data Scientist,Canada,Freelance,Entry,66382,Yes,TensorFlow
2026,NLP Engineer,India,Big Tech,Senior,64962,No,PyTorch
2026,NLP Engineer,USA,Big Tech,Senior,233365,Yes,SQL
2026,ML Engineer,USA,Freelance,Mid,102900,Yes,PyTorch
2024,AI Engineer,Germany,Big Tech,Entry,41941,Yes,TensorFlow
2025,AI Engineer,UK,Startup,Senior,155203,No,TensorFlow
2023,Data Analyst,USA,Big Tech,Mid,141033,Yes,TensorFlow
2024,Data Scientist,USA,Freelance,Mid,130975,Yes,PyTorch
2023,AI Engineer,India,Big Tech,Mid,47482,Yes,SQL
2024,Data Scientist,USA,Startup,Senior,199119,No,NLP
2026,ML Engineer,India,Freelance,Senior,50447,Yes,NLP
2025,AI Engineer,UK,Freelance,Mid,91504,Yes,PyTorch
2022,AI Engineer,Canada,Freelance,Entry,47405,Yes,SQL
2026,ML Engineer,Germany,Startup,Mid,126067,Yes,SQL
2023,Data Analyst,UK,Startup,Entry,43395,No,PyTorch
2025,NLP Engineer,Canada,Freelance,Entry,54075,No,NLP
2025,AI Engineer,Germany,Big Tech,Mid,92276,Yes,TensorFlow
2026,AI Engineer,USA,Freelance,Entry,53404,Yes,NLP
2026,ML Engineer,USA,Freelance,Senior,182707,Yes,NLP
2023,AI Engineer,Canada,Startup,Mid,112279,Yes,PyTorch
2026,Data Analyst,India,Freelance,Mid,28491,No,NLP
2022,AI Engineer,India,Freelance,Entry,9671,Yes,TensorFlow
2026,AI Engineer,USA,Freelance,Senior,215996,Yes,PyTorch
2023,Data Analyst,Germany,Freelance,Senior,148765,No,SQL
2026,NLP Engineer,Germany,Startup,Senior,186388,No,NLP
2022,Data Scientist,Canada,Startup,Senior,150148,Yes,SQL
2026,ML Engineer,UK,Startup,Senior,140614,No,Python
2022,Data Analyst,Canada,Freelance,Senior,168716,No,PyTorch
2023,AI Engineer,UK,Startup,Mid,78788,No,TensorFlow
2025,Data Scientist,UK,Big Tech,Mid,82338,Yes,TensorFlow
2025,Data Scientist,Canada,Big Tech,Entry,68683,Yes,TensorFlow
2022,ML Engineer,USA,Freelance,Entry,26396,No,Python
2026,NLP Engineer,Germany,Startup,Entry,35587,No,SQL
2026,ML Engineer,Germany,Startup,Senior,158973,Yes,PyTorch
2023,NLP Engineer,UK,Big Tech,Entry,24795,Yes,TensorFlow
2024,Data Scientist,Germany,Freelance,Entry,64540,Yes,PyTorch
2023,NLP Engineer,UK,Freelance,Mid,113469,No,PyTorch
2022,NLP Engineer,USA,Big Tech,Entry,57155,No,SQL
2025,Data Scientist,Germany,Startup,Mid,73120,Yes,TensorFlow
2026,NLP Engineer,Canada,Freelance,Senior,195045,Yes,TensorFlow
2024,ML Engineer,India,Startup,Mid,34596,No,Python
2025,Data Scientist,India,Startup,Mid,36690,No,TensorFlow
2025,AI Engineer,USA,Freelance,Entry,42022,Yes,TensorFlow
2022,NLP Engineer,USA,Startup,Mid,94036,Yes,PyTorch
2026,NLP Engineer,UK,Freelance,Mid,131649,Yes,PyTorch
2023,ML Engineer,Germany,Startup,Senior,146902,Yes,Python
2025,ML Engineer,USA,Big Tech,Entry,46480,No,SQL
2025,ML Engineer,Germany,Big Tech,Entry,33239,Yes,NLP
2024,Data Analyst,Canada,Freelance,Senior,204222,No,PyTorch
2022,Data Analyst,India,Big Tech,Mid,45409,No,TensorFlow
2026,Data Scientist,India,Startup,Senior,65378,Yes,Python
2022,Data Scientist,UK,Big Tech,Entry,35217,Yes,TensorFlow
2025,AI Engineer,Canada,Big Tech,Mid,88707,Yes,PyTorch
2023,Data Scientist,Canada,Big Tech,Entry,32579,No,PyTorch
2022,Data Scientist,UK,Startup,Mid,72026,Yes,SQL
2025,NLP Engineer,Germany,Big Tech,Senior,175037,Yes,NLP
2023,ML Engineer,Germany,Startup,Senior,156607,No,SQL
2024,Data Analyst,UK,Freelance,Entry,50209,No,NLP
2022,ML Engineer,UK,Freelance,Entry,46213,No,Python
2025,Data Scientist,UK,Freelance,Senior,143612,Yes,NLP
2024,Data Scientist,USA,Freelance,Entry,60923,Yes,NLP
2023,AI Engineer,Germany,Startup,Entry,29482,Yes,PyTorch
2022,NLP Engineer,USA,Big Tech,Senior,175128,Yes,NLP
2026,Data Scientist,USA,Freelance,Mid,132932,No,NLP
2025,Data Analyst,UK,Freelance,Mid,90880,No,PyTorch
2023,Data Analyst,Canada,Big Tech,Entry,33882,Yes,PyTorch
2024,ML Engineer,Germany,Freelance,Entry,53123,Yes,Python
2025,Data Analyst,Canada,Startup,Mid,132317,No,SQL
